"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
2031;9777155;155;751;Oberostendorf;21.0384;87.48;33.36;3.98;66.66;66.66;1576.36;321.51;5.58;8.91;188.14;1158;1307;1372;696;18.480138169;4.973221117;55.038022814;65.209125475;83;135;47;110;58;361;325;253;16;12;7;9;3;68;103;46;65;38;62;36;21;0;0;0;0;0;0;0;0;0;0;0;256;139;117;18;8;•;•;•;24;201;78.515625;520;465;89.4230769230769;-264;3;3;6;25;9;1;47;44;3020;1376;•;•;11;10;0;0;0;1303;100;1299;99.7;1299;99.7;•;178.7;4;78;11;13;6;6;0;0;6;0;0;6;457;570;14;107;449;3517;•;•;•;9;8;1;8;0;0;0;0;0;5;•;637;20929.222;32855.9215070644;3049.622;4787.47566718995;632;482.074752097635;18087;28618.6708860759;1177.983;50.106;99.479;314.814;710.554;399.984034486;349.994722584;299.999403565;879.748319642;584.109036594;974.235997013;178.015384615;123.221637866
2032;9777157;157;751;Osterzell;10.8011;41.15;2;0.4;26.77;26.77;724.54;278.08;3.19;3.98;70.14;615;652;682;356;10.894308943;4.601226994;56.944444444;63.148148148;35;62;25;59;37;173;176;115;4;5;15;4;1;41;51;18;43;8;38;38;27;0;0;0;0;0;0;0;0;0;0;0;70;45;25;8;3;28;•;•;•;45;64.2857142857143;277;252;90.9747292418773;-207;0;2;6;9;5;0;22;22;1242;679;0;0;7;6;0;0;0;667;100;649;97.3;649;97.3;•;143.8;4;25;6;8;2;2;0;0;2;0;0;2;224;295;10;74;211;1651;0;0;0;3;3;0;3;0;0;0;0;0;3;3;311;9671.341;31097.5594855306;1367.337;4396.58199356913;318;493.788819875776;8242;25918.2389937107;466.604;15.652;45.296;93.333;311.029;350;349.992273219;350.004488465;696.423880597;284.767164179;713.713432836;314.704992436;321.129271917
2033;9777158;158;749;Pforzen;23.6984;115.44;36.95;16.23;80.89;76.34;1474.09;602.86;32.81;10.57;222.45;1714;2156;2216;1120;29.288214702;2.782931354;72.320675105;93.502109705;141;248;94;154;122;595;477;385;18;22;17;16;6;152;143;144;147;-4;114;67;51;1;131;9;0;0;0;0;0;0;0;0;330;193;137;32;3;174;•;•;74;260;78.7878787878788;869;799;91.9447640966628;-539;3;3;10;15;8;1;40;37;2351;1127;0;•;21;26;0;0;0;2165;99.8;2068;95.3;2068;95.3;14;136.7;7;45;3;5;10;10;0;0;10;0;1;9;678;927;27;275;625;5074;0;0;0;16;14;2;17;0;0;0;0;0;4;5;1007;32649.379;32422.4220456802;4470.818;4439.73982125124;1042;490.583804143126;26635;25561.4203454894;1648.283;34.89;185.091;347.752;1073.605;345.001483239;315.00025528;314.999200839;743.810018051;361.831227437;798.685920578;226.126077098;212.292682927
2034;9777159;159;;Pfronten;62.2733;277.19;22.62;18.72;142.89;132.18;2090.26;3511.15;71.97;92.53;443.24;7058;7960;8221;4048;16.477755738;3.278894472;113.345110005;132.021840373;395;666;249;616;521;2112;1801;1861;59;61;95;101;-40;556;564;513;466;98;356;333;187;2;467;30;0;0;0;0;0;0;0;0;3695;2341;1354;408;•;2191;453;•;816;2102;56.8876860622463;3158;1569;49.6833438885371;533;2;10;14;20;4;0;50;48;1362;602;•;734;87;83;9;1655;94394;8179;99.9;7050;86.1;7050;86.1;779;160.8;8;166;13;48;12;6;4;2;34;11;14;9;1861;4393;589;2178;1626;18873;2367;83805;317336;42;29;13;39;1;81;63;33;14;46;36;4085;137360.615;33625.6095471236;23470.477;5745.52680538556;4069;512.920710954242;103217;25366.6748586876;12120.571;23.881;1223.303;6346.101;4294.957;329.984800332;350.000143055;349.999954858;1478.298694963;1181.719843883;1533.928771801;0;17.501592747
2035;9777163;163;770;Rieden am Forggensee;13.1681;60.82;0.83;11.78;50.73;50.73;680.43;341.77;167.84;2.61;124.47;991;1217;1269;631;28.05247225;4.272801972;75.246772969;96.355353075;74;96;33;102;61;346;296;261;8;14;8;6;8;94;91;101;94;-3;50;47;39;0;0;0;0;0;0;0;0;0;0;0;798;614;184;200;0;605;58;•;•;667;83.5839598997494;461;332;72.0173535791757;335;1;4;10;9;1;0;25;24;1021;545;0;•;9;15;4;612;23641;1269;100;1260;99.3;1260;99.3;110;161.9;2;•;12;18;6;4;1;1;12;3;4;5;380;662;67;288;307;3118;395;21802;80231;9;9;0;10;0;0;0;0;•;•;•;629;23104.142;36731.5453100159;3869.468;6151.7774244833;618;495.589414595028;17737;28700.6472491909;1714.752;14.789;210.698;675.35;780.253;350.035502959;350.002491736;319.999618779;1359.835051546;976.647898493;1465.304520222;87.060487038;48.832278481
2036;9777164;164;749;Rieden;8.4064;58.94;2.61;57.83;41.72;32.55;499.36;143.91;29.73;6.54;159.33;1431;1285;1305;633;-8.805031447;1.556420233;170.154577883;155.172413793;90;119;40;95;76;327;285;273;24;14;11;13;1;107;82;115;102;-20;68;54;34;0;0;0;0;0;0;0;0;0;0;0;114;61;53;8;•;54;29;0;•;85;74.5614035087719;501;472;94.2115768463074;-387;0;0;3;10;1;0;14;14;1060;570;0;•;11;9;0;0;0;1314;99.3;1322;99.9;1322;99.9;•;125.1;3;13;1;2;5;5;0;0;5;0;0;5;419;593;22;168;403;3079;•;•;•;4;4;0;7;0;0;0;0;•;5;6;625;17441.109;27905.7744;2270.268;3632.4288;651;514.624505928854;15527;23850.9984639017;831.5;12.007;97.346;147.851;571.006;364.954407295;329.997627038;300;631.838905775;279.459726444;678.402735562;302.478359909;309.743202417
2037;9777165;165;;Ronsberg, M;16.5289;83.38;2.19;4.09;46.09;46.09;1042.92;460.03;9.78;4.41;136.17;1623;1670;1708;886;5.237215034;2.275449102;98.185117967;103.327283727;93;176;56;129;90;432;353;379;14;16;14;16;0;108;115;88;108;7;78;56;41;1;62;4;0;0;0;0;0;0;0;0;1340;1010;330;74;•;1258;•;6;•;1069;79.7761194029851;660;390;59.0909090909091;679;0;4;7;22;2;0;35;35;2015;978;•;0;10;13;2;•;•;1642;97.7;1386;82.5;1386;82.5;61;111.8;3;13;0;0;1;1;0;0;4;0;1;3;492;758;28;214;516;4119;0;0;0;3;2;1;4;0;0;0;0;0;5;5;853;25402.952;29780.7174677608;4097.141;4803.21336459555;876;537.753222836096;21868;24963.4703196347;1800.386;29.745;208.069;656.38;901.803;359.978216144;359.999653961;319.999461563;1057.184967704;720.796829125;1147.189078097;34.704761905;0
2038;9777166;166;770;Roßhaupten;39.052;109.43;2.2;6.74;96.97;96.97;2200.03;1361.47;124.53;3.83;215.98;1768;2162;2209;1089;24.943438914;2.173913043;45.275288092;56.568501921;118;190;80;165;151;574;522;409;20;17;21;18;-1;122;165;137;146;19;87;59;41;2;358;24;0;0;0;0;0;0;0;0;462;248;214;44;•;156;217;•;56;248;53.6796536796537;871;657;75.4305396096441;-409;0;5;9;37;11;0;62;62;4416;2028;•;34;29;25;4;109;2406;2185;98.8;1857;84;1857;84;272;131.7;4;22;2;3;5;2;2;1;11;0;7;4;583;1053;80;423;550;5084;267;18356;56376;13;12;1;20;0;0;0;0;•;6;4;1125;36097.989;32087.1013333333;5489.317;4879.39288888889;1104;520.754716981132;28764;26054.347826087;2019.171;50.871;283.019;459.36;1204.393;340.00133672;339.999519468;339.999886359;918.640127389;470.20200182;954.904913558;129.871260199;151.939753537
2039;9777167;167;752;Ruderatshofen;33.5223;107.13;21.5;10.22;99.58;85.32;1930.01;1158.43;22.16;3.2;230.2;1425;1733;1825;961;28.070175439;5.308713214;42.511933174;54.445107399;89;154;70;173;116;492;405;326;20;21;18;29;-8;147;258;150;150;108;63;52;33;0;0;0;0;0;0;0;0;0;0;0;372;234;138;31;•;196;79;10;•;300;80.6451612903226;662;590;89.1238670694864;-290;2;5;10;26;11;0;54;52;3565;1809;•;•;16;5;1;•;•;1711;99;1641;95;1641;95;380;131.3;4;125;5;6;5;3;2;0;7;1;0;6;526;761;35;221;505;4090;61;10456;33055;17;13;4;17;1;30;28;35;3;9;9;803;26749.758;33312.2764632628;3804.113;4737.37608966376;779;451.594202898551;21220;27240.0513478819;1633.558;55.98;202.974;459.872;912.989;400;399.996058647;319.999153676;925.004530011;540.01585504;974.836353341;207.186558517;59.805217391
2040;9777168;168;756;Rückholz;17.2275;54.81;1.34;4.01;39.9;39.9;1241.48;315.34;62.82;3.05;99.89;726;789;845;440;16.391184573;7.097591888;42.135809634;49.042367963;59;58;17;64;66;236;195;150;7;15;3;5;10;38;44;38;28;16;25;19;15;0;0;0;0;0;0;0;0;0;0;0;278;136;142;13;3;168;15;•;•;222;79.8561151079137;352;296;84.0909090909091;-74;1;1;23;25;5;0;55;54;2767;1469;•;•;4;7;3;147;3506;705;87.7;439;54.6;439;54.6;62;128.2;2;•;3;5;8;7;0;1;11;0;3;8;242;414;26;161;227;2108;151;4940;19664;2;1;1;1;0;0;0;0;•;6;•;396;11174.4;28218.1818181818;1379.767;3484.2601010101;374;473.417721518987;9054;24208.5561497326;632.273;32.222;77.661;124.048;386.892;350.010862481;324.995815199;325.002008355;764.53808948;375.857315599;798.00362757;272.220858896;282.774114774
2041;9777169;169;;Schwangau;76.0326;141.74;3.86;86.75;126.6;126.6;1642.56;3428.14;1468.77;704.84;357.83;3075;3083;3233;1583;5.138211382;4.865390853;40.444561357;42.522688412;124;254;108;266;155;838;707;781;20;29;24;26;3;419;421;379;381;40;120;96;73;0;0;0;0;0;0;1;739;59;0;0;1524;614;910;398;7;127;857;55;478;974;63.9107611548556;1243;699;56.2349155269509;275;0;7;10;17;3;0;37;37;1177;535;•;•;22;19;0;0;0;3206;99.9;3203;99.8;3203;99.8;1703;132.5;7;40;3;6;5;5;0;0;9;2;3;4;874;1915;240;943;732;8478;2894;204064;655783;33;31;2;35;0;0;0;0;•;12;6;1639;53132.529;32417.6503965833;8379.085;5112.31543624161;1578;469.642857142857;37699;23890.3675538656;4569.941;19.304;679.901;1528.414;1685.247;299.984459984;350.000772173;319.999739054;1391.154033486;935.678843227;1316.675190259;146.601843025;95.528230866
2042;9777170;170;756;Seeg;50.0707;145.18;16.79;5.23;142.38;134.29;3450.61;1172.69;51.61;22.58;296.33;2276;2797;2923;1470;28.427065026;4.5048266;45.456361094;58.378270421;174;270;121;270;180;755;671;482;36;34;34;42;-8;149;174;111;125;49;132;113;72;1;112;8;0;0;0;0;0;0;0;0;519;250;269;26;7;168;91;93;160;256;49.3256262042389;1183;920;77.7683854606932;-664;1;14;49;68;4;0;136;135;6083;3253;62;•;22;24;1;•;•;2751;97.7;2216;78.7;2216;78.7;1215;96.6;5;34;2;5;3;0;3;0;9;2;0;7;743;1259;97;468;694;6394;266;7513;29128;17;13;4;15;1;71;68;64;5;8;16;1362;43656.28;32053.0690161527;5930.538;4354.28634361234;1355;483.238231098431;33148;24463.4686346863;2316.415;78.908;288.125;587.546;1319.565;370.008440401;369.998202178;319.99992113;800.973374827;458.452282158;837.308437068;230.104892643;260.749739674
2043;9777171;171;772;Stötten a.Auerberg;40.7411;115.97;2.04;3.35;99.41;99.41;2420.29;1384.72;29.65;18.68;221.6;1748;1834;1866;946;6.750572082;1.744820065;42.906234659;45.802650957;115;156;72;174;116;469;443;321;16;22;19;11;11;63;87;65;68;19;55;54;39;1;100;6;0;0;0;0;0;0;0;0;175;108;67;7;4;66;59;14;32;104;59.4285714285714;755;684;90.5960264900662;-580;0;16;42;39;4;0;101;101;4241;2269;7;•;15;11;0;0;0;1846;99.9;1564;84.7;1564;84.7;•;141;7;33;6;8;6;5;1;0;10;1;3;6;600;792;26;208;558;4508;0;0;0;7;5;2;7;0;0;0;0;•;9;8;836;24307.878;29076.4090909091;3066.107;3667.59210526316;833;454.198473282443;20308;24379.3517406963;1155.223;64.392;125.396;202.608;756.477;400;350.004186787;300.00113977;625.120670996;283.0254329;659.58008658;303.041825095;327.814814815
2044;9777172;172;751;Stöttwang;19.7884;90.59;3.89;5.24;57.73;57.73;1204.85;598.91;7.3;10.33;155.57;1350;1848;1782;867;32;-3.571428571;68.216270844;90.045477514;77;150;82;175;106;456;424;312;13;9;10;15;-6;141;136;129;151;-15;71;51;36;0;0;0;0;0;0;0;0;0;0;0;186;105;81;25;6;89;24;•;•;126;67.741935483871;718;659;91.7827298050139;-533;3;2;10;12;8;1;36;33;2520;1339;•;•;11;22;1;•;•;1800;100;1763;97.9;1763;97.9;729;146.1;1;•;7;11;8;6;2;0;11;1;2;8;561;753;26;180;547;4263;0;0;0;6;5;1;5;0;0;0;0;•;3;4;872;27454.632;31484.6697247706;3879.928;4449.45871559633;893;491.469455145845;22672;25388.5778275476;1157.299;31.457;122.758;95.788;903.116;400.012716175;349.997148885;299.99811303;645.814174107;201.68359375;670.388950893;298.817216322;284.059866962
2045;9777173;173;;Halblech;125.4527;188.85;13.88;10.79;224.02;224.02;3409.46;7164.34;372.9;1161.03;429.23;3115;3412;3477;1738;11.621187801;1.905041032;24.830609805;27.716221602;180;288;111;275;178;861;765;819;29;25;35;34;-9;202;219;175;216;3;155;116;92;1;120;7;0;0;0;0;0;0;0;0;1255;868;387;85;•;930;126;•;160;734;58.4860557768924;1304;785;60.1993865030675;-51;1;14;23;41;10;0;89;88;4108;1858;•;•;38;26;5;737;31320;3402;98.7;3323;96.4;3323;96.4;318;145;7;81;3;6;10;7;3;0;17;3;1;13;1103;1723;143;606;974;8766;552;26281;87852;16;10;6;11;0;0;0;0;•;15;8;1668;55879.839;33501.1025179856;8774.254;5260.34412470024;1643;478.590154383921;38687;23546.561168594;3820.603;42.912;399.711;1574.12;1713.992;300;300;319.999777356;1090.977441462;834.898629355;1199.242147344;161.262062988;197.280505312
2046;9777175;175;755;Unterthingau, M;45.241;151.58;6.76;6.69;127.81;122.29;2690.24;1480.03;41.9;19.09;289.76;2354;2740;2789;1429;18.479184367;1.788321168;52.033598585;61.648983201;157;275;113;229;179;735;618;483;33;26;21;13;13;173;156;147;169;-13;131;89;63;2;258;14;0;0;0;0;0;0;0;0;534;339;195;35;5;328;109;18;74;372;69.6629213483146;1152;990;85.9375;-618;1;11;26;33;12;1;84;83;4839;2170;6;56;23;29;3;159;6311;2694;98.5;2348;85.9;2348;85.9;1114;160.7;4;27;12;24;9;9;0;0;10;0;2;8;798;1184;41;322;821;6643;45;1509;2994;17;15;2;20;0;0;0;0;•;7;6;1359;41588.138;30602.0147167035;5583.551;4108.57321559971;1375;496.928080954102;34290;24938.1818181818;2400.723;67.887;266.254;668.828;1388.104;369.996729889;369.997637609;300;862.638519583;506.571685232;938.713977722;136.109011628;214.479741843
2047;9777176;176;754;Untrasried;25.756;90.03;1.35;4.08;62.87;62.87;1876.29;532.69;5;3.29;158.59;1231;1521;1570;817;27.538586515;3.22156476;47.787267081;60.947204969;99;147;59;117;101;419;364;264;19;20;6;6;14;54;91;54;61;30;57;55;35;0;0;0;0;0;0;0;0;0;0;0;150;89;61;11;7;104;13;•;•;96;64;636;582;91.5094339622642;-486;0;8;25;27;4;1;65;65;3536;1832;•;27;15;14;1;•;•;1370;90;1141;75;1141;75;20;140;2;•;6;9;5;3;2;0;7;0;2;5;466;653;20;152;481;3656;•;•;•;13;11;2;14;0;0;0;0;9;7;18;738;23325.166;31605.9159891599;3304.092;4477.08943089431;735;481.020942408377;18632;25349.6598639456;1145.37;52.469;95.472;278.901;717.138;379.98986095;380.003184206;320.001092558;738.471953578;358.959381044;774.542230819;230.307997356;211.224115334
2048;9777177;177;748;Waal, M;27.9422;110.89;4.98;8.32;79.68;79.68;1771.35;788.8;21.83;8.37;204.92;1784;2180;2250;1144;26.121076233;3.211009174;63.85110952;80.529706514;117;228;73;170;94;622;472;474;16;15;52;52;-37;168;201;146;138;63;115;100;68;1;95;5;0;0;0;0;0;0;0;0;321;171;150;19;11;156;37;23;94;216;67.2897196261682;826;721;87.2881355932203;-505;0;9;4;21;9;0;43;43;2770;1439;•;•;31;27;1;•;•;2190;100;2169;99;2169;99;•;137.6;5;50;5;9;11;11;0;0;12;0;1;11;724;933;17;233;683;5417;0;0;0;14;12;2;17;1;70;70;60;6;10;19;1004;33364.537;33231.6105577689;4985.105;4965.24402390438;1035;470.882620564149;27460;26531.4009661836;1679.055;44.148;183.506;375.001;1067.725;400;399.995640517;319.999152309;757.696299639;336.847472924;783.477436823;267.664135775;272.724820144
2049;9777179;179;756;Wald;17.9703;65.25;0.76;3.51;43.66;43.66;1249.88;410.44;22.72;0.81;112.72;946;1089;1166;618;23.255813953;7.070707071;52.64329438;64.885920979;63;133;63;89;51;358;216;193;13;7;5;8;-1;31;116;36;51;65;43;32;23;0;0;0;0;0;0;0;0;0;0;0;137;81;56;7;3;38;•;•;•;79;57.6642335766423;445;387;86.9662921348315;-308;0;6;17;26;0;0;49;49;2007;1091;31;92;9;6;0;0;0;1089;100;648;59.5;648;59.5;120;130.8;1;•;3;6;2;2;0;0;2;0;0;2;329;463;18;119;326;2605;•;•;•;5;4;1;4;0;0;0;0;0;•;3;510;15317.558;30034.4274509804;1915.224;3755.34117647059;512;484.848484848485;13564;26492.1875;866.895;28.052;72.191;250.956;508.638;349.993761697;299.995844415;319.998870386;769.205856256;460.700088731;833.065661047;225.781420765;227.654859219
2050;9777182;182;751;Westendorf;11.9266;94.93;27.01;1.27;45.68;45.68;895.32;119.79;4.25;4.41;144.47;1389;1826;1853;943;33.405327574;1.47864184;116.429170159;155.322715842;90;177;72;165;99;486;426;338;13;11;10;13;-2;167;167;136;168;-1;67;59;38;1;244;18;0;0;0;0;0;0;0;0;355;247;108;34;•;159;96;•;78;264;74.3661971830986;755;664;87.9470198675497;-400;1;2;2;13;2;0;20;19;1168;547;94;•;24;19;1;•;•;1815;100;1815;100;1815;100;•;132.8;5;47;6;6;5;4;1;0;6;1;0;5;567;752;22;183;547;4309;•;•;•;4;3;1;4;0;0;0;0;7;10;5;821;30669.07;37355.7490864799;4772.502;5813.0353227771;872;480.176211453744;23845;27345.1834862385;1553.584;23.24;146.586;429.134;949.224;400;349.997612339;320.00055299;834.811391725;462.357872112;892.065018807;202.337177375;200.228448276
2051;9777183;183;772;Rettenbach a.Auerberg;12.8982;51.4;4.49;2.13;37.45;37.45;676.43;507.36;7.51;3.05;93.33;576;799;827;435;43.576388889;3.504380476;44.651162791;64.108527132;43;82;39;73;43;247;168;132;3;9;7;5;4;36;32;29;43;-11;50;38;26;0;0;0;0;0;0;0;0;0;0;0;309;218;91;11;•;•;33;•;•;238;77.0226537216828;322;251;77.9503105590062;-13;0;4;15;11;1;0;31;31;1158;639;0;•;8;3;2;•;•;822;100;742;90.3;742;90.3;220;133.3;2;•;2;3;10;10;0;0;11;0;1;10;244;314;4;91;219;1791;•;•;•;2;2;0;2;0;0;0;0;35;36;52;366;10875.261;29713.8278688525;1748.034;4776.04918032787;362;446.913580246913;8221;22709.9447513812;645.327;16.592;68.033;254.875;300.812;329.992044551;330.00097012;230.000366081;776.566787004;856.856799037;1071.924187726;67.961492178;0
2052;9778111;111;764;Amberg;10.9566;60.99;83.27;2.23;42.37;41.94;802.67;93.61;3.83;6.69;186.1;994;1437;1421;710;42.957746479;-1.113430759;90.693430657;129.653284672;79;135;47;132;62;388;345;233;9;17;10;4;13;122;131;121;138;-7;90;62;32;0;0;0;0;0;0;0;0;0;0;0;105;61;44;38;0;35;•;10;•;50;47.6190476190476;622;567;91.1575562700965;-517;1;2;4;10;0;1;18;17;709;326;•;•;9;8;0;0;0;1428;99.9;1426;99.8;1426;99.8;•;115.1;3;12;12;21;7;6;0;1;9;1;2;6;474;606;6;140;460;3454;0;0;0;2;1;1;1;0;0;0;0;0;•;4;702;23670.465;33718.6111111111;3735.527;5321.26353276353;751;541.066282420749;20719;27588.5486018642;1230.149;12.241;114.671;303.9;795.55;320.026143791;319.997209432;319.999271993;859.042597765;393.851955307;916.062849162;224.016961131;147.816254417
2053;9778113;113;766;Apfeltrach;15.0115;63.33;1.02;1.18;66.61;66.61;1070.81;269.05;6.02;23.13;132.27;842;916;919;463;9.144893112;0.327510917;56.095936043;61.225849434;51;71;39;90;46;257;201;164;10;8;6;9;-1;64;60;63;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;62;15;9;0;63;•;•;0;67;87.012987012987;383;373;97.3890339425588;-306;3;4;8;14;6;0;35;32;2367;1080;•;35;5;7;0;0;0;884;98.8;785;87.7;503;56.2;124;142.6;4;11;3;4;0;0;0;0;0;0;0;0;329;406;11;94;301;2368;•;•;•;6;5;1;5;0;0;0;0;•;•;•;471;13178.658;27980.1656050955;1684.953;3577.3949044586;462;481.25;11366;24601.7316017316;569.957;21.756;50.676;60.222;435.533;319.988233564;310.001835199;310.002267231;614.8403452;200.48004315;646.77562028;307.829321663;301.330434783
2054;9778115;115;758;Babenhausen, M;27.2365;236.81;26.06;21;134.84;134.84;1442.76;778.66;41.33;42.19;400.4;4630;5214;5488;2760;18.531317495;5.25508247;169.970631424;201.468428781;334;471;212;468;368;1417;1167;1051;42;67;52;66;1;366;427;324;310;117;221;205;141;2;746;49;1;523;43;0;0;0;0;0;2315;1418;897;166;•;1413;393;•;309;1488;64.2764578833693;2214;1387;62.646793134598;101;1;4;9;14;8;1;37;36;2636;1099;•;•;45;37;8;1216;47000;5311;99.8;5236;98.4;5236;98.4;•;113.5;7;124;12;15;8;5;0;3;26;7;14;5;1559;2532;152;884;1496;13260;•;7764;20843;27;20;7;27;1;62;62;71;10;32;20;2585;98378.826;38057.5729206963;18377.258;7109.19071566731;2640;510.046367851623;65761;24909.4696969697;6150.441;27.913;582.594;2626.291;2901.591;300.010748065;300;289.999930005;1141.719138667;941.46203824;1352.336365324;0;0
2055;9778116;116;;Bad Wörishofen, St;57.7936;480.77;34.75;73.48;327.69;311.62;3437.13;1242.34;105.26;77.94;907.21;12195;13977;15446;7267;26.658466585;10.510123775;211.022668282;267.278075792;668;886;417;1111;861;3316;2966;5221;107;122;217;201;-79;1545;2000;1284;1394;606;465;391;258;2;486;28;0;0;0;0;0;0;0;0;5810;2628;3182;707;25;1806;2058;668;1253;3774;64.9569707401033;5095;3061;60.0785083415113;713;2;8;26;48;13;1;98;96;5710;2714;56;120;217;207;12;746;22868;14583;100;14388;98.7;14388;98.7;71;169.1;14;164;49;73;21;14;3;4;82;21;49;12;3471;8459;1289;4066;3104;36259;4021;137490;694472;66;49;17;69;3;209;153;99;23;106;71;7147;227846.156;31879.9714565552;35121.798;4914.20148313978;6526;462.672811059908;150308;23032.1789764021;13203.886;83.258;2364.191;4014.067;6560.441;329.996036465;329.999776668;239.999955612;873.792998478;748.409833896;1090.391238171;52.693941244;201.717008994
2056;9778118;118;765;Benningen;11.175;89.46;19.44;9.38;83.38;52.55;711.94;184.51;5.51;13.88;185.51;1761;2048;2058;1008;16.865417376;0.48828125;157.513416816;184.078711986;114;171;84;166;122;518;477;406;17;18;19;23;-5;147;157;160;140;17;75;64;47;1;111;5;0;0;0;0;0;0;0;0;708;550;158;59;•;547;109;•;31;634;89.5480225988701;923;850;92.0910075839653;-216;1;2;2;8;3;1;17;16;1143;531;0;•;16;7;1;•;•;2045;100;1968;96.2;1968;96.2;3124;111.2;2;•;6;9;1;1;0;0;2;0;0;2;651;960;39;327;594;4938;0;0;0;18;13;5;16;0;0;0;0;•;8;10;1001;29928.807;29898.9080919081;4300.042;4295.74625374625;1056;519.685039370079;26440;25037.8787878788;2574.34;15.303;231.192;1246.55;1079.025;300;319.997785406;279.999733096;1243.042008691;1093.788507967;1507.542250121;0;0
2057;9778119;119;757;Böhen;20.5303;64.97;0.27;2.06;48.95;48.95;1386.96;534.65;7.24;7.93;116.4;731;740;741;409;1.367989056;0.135135135;35.606429615;36.093521676;38;79;29;72;48;191;143;141;3;5;6;10;-5;44;48;42;30;18;25;18;14;0;0;0;0;0;0;0;0;0;0;0;113;85;28;27;5;•;9;•;7;73;64.6017699115044;287;248;86.411149825784;-175;0;4;11;34;3;0;52;52;3575;1937;•;0;2;2;2;•;•;541;74.2;412;56.5;412;56.5;61;136.7;1;•;4;5;4;2;1;1;12;1;2;9;244;314;7;64;243;1876;•;•;•;5;5;0;5;0;0;0;0;0;•;0;345;10289.137;29823.5855072464;1335.288;3870.4;308;426.592797783934;7602;24681.8181818182;501.253;34.974;49.912;68.256;347.555;349.984989493;349.989481804;329.998430634;682.90599455;252.192098093;704.100817439;245.251028807;291.307692308
2058;9778120;120;761;Boos;17.6617;95;1.97;2.77;67.52;67.52;813.33;760.19;9.28;16.11;167.02;1692;1938;1962;968;15.957446809;1.238390093;95.809739524;111.098527746;117;181;74;167;108;504;444;367;12;18;20;17;1;96;106;92;90;16;71;60;52;1;115;8;0;0;0;0;0;0;0;0;203;121;82;22;•;114;•;23;49;129;63.5467980295566;821;747;90.9866017052375;-618;1;1;9;9;3;0;23;22;1444;728;0;0;7;5;0;0;0;1917;99.7;1906;99.1;1906;99.1;246;101.5;2;•;7;26;6;5;1;0;7;1;1;5;671;861;33;180;648;4965;0;0;0;4;3;1;3;0;0;0;0;•;4;6;933;31195.547;33435.741693462;4619.447;4951.17577706324;999;523.584905660377;26623;26649.6496496497;1449.064;20.325;130.291;205.877;1088.594;330.004870921;279.996991382;299.998876531;743.491021036;274.49153412;801.655207799;223.624422781;242.928534704
2059;9778121;121;759;Breitenbrunn;41.9089;157.84;14;13.04;182.79;176.56;2499.59;1245.22;24.31;54.1;365.37;2081;2346;2314;1170;11.196540125;-1.36402387;49.65402052;55.213552851;129;187;87;214;142;595;499;461;29;18;20;24;-6;85;157;108;152;5;94;74;61;0;0;0;0;0;0;0;0;0;0;0;218;154;64;11;9;156;15;12;26;106;48.6238532110092;943;831;88.1230116648993;-725;5;6;32;42;2;1;88;83;5048;2420;339;131;10;16;0;0;0;2328;100;2218;95.3;2218;95.3;260;117.7;10;69;17;19;7;7;0;0;7;0;0;7;789;950;5;180;765;5794;0;•;•;7;6;1;10;0;0;0;0;•;7;4;1098;30958.095;28194.9863387978;3808.852;3468.89981785064;1083;475.62582345191;26053;24056.325023084;1404.951;67.287;103.286;284.797;947.051;399.994055404;299.997095472;299.999194717;604.800258287;282.778734395;652.692208351;304.302145923;355.842764579
