"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
25;9187;;;Insgesamt;1439,4464;5004,75;1478,19;888,39;5096,14;4692,19;67516,72;49830,28;3879,8;2632,67;16096,37;190104;244257;259449;128537;36,47740184;6,219678453;132,067109;180,241759;14441;21754;8238;20351;15274;65309;59418;54664;2301;2389;2574;2734;-345;22431;20277;20718;17913;2364;11897;10046;6472;75;13438;926;8;4369;304;6;4635;355;2;3505;81449;41717;39732;11295;718;27137;20726;10073;22794;58991;72,42691746;100009;77727;77,7200052;-18736;78;466;747;1024;213;10;2538;2460;137524;63041;7627;7114;2855;2435;146;17780;763234;255090;99,4;239679;93,4;239662;93,34413498;22891;141,8;541;3401;615;1417;626;482;64;80;1442;249;574;619;64546;119744;13865;46663;59216;570176;14190;784697;2494818;1426;1209;217;1554;45;3161;2846;2529;1535;2469;3536;128170;5393234,269;42078,75688;1001618,278;7814,763814;129915;515,8427635;4156401;31993,23404;290469,664;1667,193;29217,866;93257,775;164043,108;316,6883213;323,6961802;333,7850135;1122,983016;660,2237773;1193,978319;123,6067255;130,2172804
26;9188;;;Insgesamt;487,72;2871,42;407,09;654,45;2140,82;1791,43;15255,04;17592,19;6503,62;868,7;7232,31;108889;127133;135545;65703;24,47997502;6,616692755;223,2612975;277,9156073;7543;12486;4448;9889;6534;33134;30566;30945;1177;1139;1297;1307;-168;12443;10763;11138;9771;992;7898;7079;3644;29;8002;611;3;2481;159;6;4928;370;1;1680;48869;25925;22944;8858;202;14754;9566;12045;12302;39276;80,36996869;47621;38061;79,92482308;1215;13;57;93;110;64;26;363;350;11407;4475;Х;1707;1634;1459;59;9327;587349;134197;99,9;133355;99,3;133355;99,29043691;10801;143;144;1149;352;656;260;195;41;24;456;43;144;269;33852;65058;8702;25691;30665;302447;4251;284381;707238;635;548;87;736;11;1060;945;744;311;915;1029;69659;4483121,235;64358,10498;1125433,963;16156,33246;67015;508,1783231;3031338;45233,72379;227521,742;370,682;19804,542;83275,965;123009,574;288,6391952;325,4889638;308,267637;1680,007546;1151,419386;1873,043861;4,144400387;0,817423295
27;9189;;;Insgesamt;1533,7625;3532,1;1130,28;888,35;4467,55;4213,92;66168,67;56608,98;10064,02;4014,86;13169,75;145408;168509;176290;87177;21,23817121;4,617557519;94,80492385;114,9397559;9320;14066;5255;14015;10518;43001;40309;39806;1540;1601;1895;1979;-378;13278;12169;11640;10972;1197;6895;6084;3996;54;9196;631;5;3274;218;7;4030;333;3;4080;66555;36504;30051;7303;578;29002;14826;6538;15611;45736;68,7191045;68539;47761;69,68441325;-2025;54;411;666;873;238;32;2274;2220;114927;47144;40586;3302;1649;1526;102;21981;1094991;173461;99,1;161991;92,6;161991;92,58109869;14156;138,2;215;2575;326;801;288;208;41;39;674;103;244;327;45900;85972;9371;33735;42866;417919;17785;702682;2814088;1084;895;189;1257;25;1837;1665;1414;985;1701;2407;87303;3378713,534;38701,0015;575566,88;6592,750306;89341;519,4908651;2611827;29234,36048;227753,078;1756,261;21112,05;96444,526;105960,084;339,3183728;354,4607347;345,7223741;1293,860441;879,6836036;1348,09681;124,3338598;145,4572163
28;9190;;;Insgesamt;966,2969;2624,92;836,34;608,02;3137,97;2953,95;49846,51;30655,14;2138,56;883,15;9104,68;106374;128761;134252;66767;26,20753192;4,264490024;110,0838249;138,9340784;7569;11353;4339;10441;7555;33043;31202;28750;1217;1212;1311;1410;-198;9845;8876;8745;8295;581;7060;5646;3444;39;7491;511;4;2664;167;4;3101;229;2;2761;47585;25499;22086;4632;379;21540;8697;5237;11732;32588;68,48376589;53459;38485;71,98974915;-5897;27;206;432;594;233;28;1520;1493;75533;36353;832;4271;1268;1268;89;17355;884216;132953;99,5;127015;95;127015;95,03340741;11479;126;200;1698;380;781;306;231;36;39;701;132;261;308;34717;63260;7088;24223;31949;301137;3263;167484;573763;808;614;194;852;13;1105;1030;1029;783;1217;2053;68466;2735011,933;39947,00922;485262,315;7087,639339;70970;540,9711106;2236920;31519,23348;183023,538;1058,785;15876,776;73950,186;91748,987;337,1400641;348,8281235;345,4976458;1365,724995;846,1031326;1431,13601;141,0109542;142,1611757
29;9271;;;Insgesamt;861,1681;2792,16;1238,14;353,05;3910,81;3691,55;46153,05;24085,61;2132,7;1991,38;10449,49;101436;114454;118741;59193;17,06001814;3,74560959;117,7885899;137,8833448;6180;9256;3628;10123;7452;30330;27978;23794;1017;1002;1310;1355;-353;9513;10954;8201;9441;1513;4306;3972;2774;35;5657;397;4;2272;154;4;2655;228;2;2965;49403;28036;21367;4606;446;20081;10037;6857;11981;35206;71,26287877;48878;34700;70,99308482;506;32;339;382;389;179;65;1386;1354;31780;10327;32911;2832;978;969;89;12282;500759;112158;96;108069;92,5;107875;92,31684253;4550;104,9;163;4679;383;858;369;299;41;29;611;58;191;362;34661;57548;5933;19333;32282;292950;2998;169451;450223;663;545;118;767;17;1456;1312;1251;424;1077;1391;59867;2122442,899;35452,63499;338274,904;5650,440209;63376;547,7661864;1737720;27419,21232;119563,588;1223,938;11415,502;41485,674;65278,618;338,3249853;330,2220447;343,6543354;1013,388154;606,8068891;1069,304448;210,2842419;196,8652362
30;9272;;;Insgesamt;983,8656;2554,3;652,14;526,41;3703,79;3636,1;29423,76;56031,21;671,04;2241,39;9158,66;75564;78172;78345;39111;3,680323964;0,221306862;76,80282964;79,62942259;3847;5682;2453;6295;4532;18927;19960;16649;642;681;952;895;-214;4775;4797;4391;4420;377;2670;2266;1679;33;3652;265;2;1270;90;3;1611;129;1;1020;24586;13132;11454;1997;194;10654;5215;1907;6616;16872;68,6244204;31022;23312;75,14667011;-6440;32;338;332;260;119;16;1097;1065;38543;16985;Х;2960;620;604;60;6544;211329;73354;93,8;73194;93,6;73194;93,63438659;4234;121,8;139;1781;170;299;163;136;24;3;288;58;59;171;24315;37467;2284;12557;22626;199734;10714;316011;1420669;325;274;51;398;13;774;721;724;222;601;1059;38556;1190126,248;30867,47194;166561,478;4319,988536;40347;517,7537952;1007710;24976,08248;66787,111;504,135;7266,271;24997,48;33841,756;338,5887852;343,6492525;351,8853903;851,8112262;529,5852103;887,2877713;323,180981;315,2226324
31;9273;;;Insgesamt;1065,1591;2493,08;1434,05;434,32;4757,46;4584,41;49350,93;41171,42;1300,15;1938,9;11197,55;90040;112752;121119;61529;34,51688139;7,420710941;84,53348856;113,7096774;6931;10510;3860;10164;7807;32274;27352;22221;1203;1101;1172;1181;-80;9415;8867;8382;7643;1224;4736;4285;3031;35;6757;457;4;2387;160;3;2421;180;1;1580;38465;21500;16965;4793;475;17183;7372;3949;9486;24836;64,5677889;51678;38068;73,66384148;-13232;42;222;337;456;210;56;1323;1281;18269;5456;88214;6304;1111;1008;76;11878;515661;119533;99,9;117696;98,4;117632;98,35204803;8293;129,2;149;1644;441;969;467;362;67;38;896;138;306;452;34318;53578;4022;16813;32743;283835;5237;279535;888838;690;547;143;782;13;1135;996;795;291;657;1115;59817;2287296,927;38238,24209;380096,77;6354,326864;63942;548,8819263;1908707;29850,59898;138921,468;1656,756;11961,844;52968,474;72184,329;369,7909715;372,2692224;371,1132041;1151,890649;670,2228137;1159,100478;178,7410927;165,8020727
32;9274;;;Insgesamt;1347,5682;3336,95;1268,08;529,87;5851,52;5640,47;85216,71;29964,55;1024,59;2179,85;15004,2;115644;147161;157239;79866;35,96814361;6,848281814;85,81669227;116,6833634;9210;13688;4958;12520;9264;41997;36642;28960;1445;1557;1375;1470;87;12667;12275;11835;10579;1696;7688;6580;4060;50;8660;578;5;3150;214;3;2053;151;Ц;Ц;48326;29620;18706;6934;639;22218;10036;8023;7410;36693;75,92807185;66739;55120;82,59038943;-18427;120;323;548;756;470;117;2334;2214;72927;17082;434479;7262;1479;1237;98;11949;571486;154541;99,6;140576;90,6;140358;90,48174674;11239;127,8;242;2574;564;773;541;507;21;13;649;30;120;499;46334;66270;3555;17837;44878;371152;2265;117100;243175;812;689;123;953;18;1294;1174;1043;272;704;1039;77631;3115418,851;40131,11838;527035,792;6788,986255;83057;547,0790876;2599965;31303,38201;198224,162;2673,631;15389,238;80043,316;99829,082;332,9270996;320,1764865;345,4011114;1269,756085;828,4229463;1343,229412;110,6712104;119,0922955
33;9275;;;Insgesamt;1530,1162;4909,03;1819,64;1216;7194,69;6944,38;83956,75;42910,19;2859,04;1435,29;19645,43;162355;184190;190504;94605;17,33793231;3,427981975;106,1067505;124,5026534;9726;14739;5812;14780;10841;47593;45675;41338;1552;1575;2029;2149;-574;13260;12910;12169;10733;2177;7337;6721;4442;66;9715;700;7;3378;227;4;2820;223;1;1004;59106;32781;26325;6490;566;25561;14892;4871;13216;40837;69,09112442;74922;56691;75,66669336;-15854;75;438;545;742;409;104;2313;2238;83869;32699;316279;4492;1588;1472;169;18313;673208;172232;91,3;170627;90,4;169941;90,06646033;8062;116,3;272;2986;557;1044;693;578;70;45;1189;142;354;693;57618;89434;7093;27350;54991;480288;24255;792570;4196202;874;731;143;1028;23;2057;1799;1761;538;1568;1566;92821;3128887,728;33708,83451;468621,703;5048,660357;96388;517,425007;2553994;26497,01208;187337,079;2228,476;18351,698;73641,535;92507,24;339,439709;333,5493418;342,1696648;986,9923975;645,6723022;1045,079987;258,4063728;269,0770059
34;9276;;;Insgesamt;974,7947;2012,16;734,88;458,34;3329,63;3094,05;24628,99;61754,15;807,36;1225,54;8172,7;76688;76782;77489;38679;1,044491967;0,920788727;78,67049651;79,49301901;3904;5804;2378;5944;4656;18824;18932;17047;642;687;910;952;-265;5127;4701;4488;4130;571;2602;2461;1693;31;3771;272;3;1503;106;2;1390;107;2;1192;27088;14749;12339;2611;223;12441;5109;3247;6068;18820;69,4772593;30324;22064;72,76084949;-3244;25;288;334;253;83;8;991;966;38479;15978;1446;1992;545;530;44;7927;293296;69398;90,1;69858;90,7;69858;90,68110129;12433;114,2;134;1885;165;304;136;108;19;9;312;47;126;139;23085;38518;2735;14929;20854;193697;15398;500984;2124385;362;290;72;415;12;731;690;680;255;593;828;38096;1211823,939;31809,7422;168862,613;4432,55494;39910;523,3068904;1028130;25761,21273;75392,941;604,357;10690,599;26939,738;36819,996;394,3962254;433,2673539;364,5686904;975,2660371;584,0687019;968,0451329;297,8120949;303,7327485
35;9277;;;Insgesamt;1281,2106;3005,56;1302,18;502,9;4883,12;4728,86;78669,41;32406,26;1282,7;1561,24;13175,32;104013;116634;120371;60157;15,72688029;3,204039988;81,18277891;93,95103067;6302;9604;3719;9972;7216;30000;28116;25442;1038;1063;1334;1411;-348;8220;7963;7496;6863;1100;4721;4312;2781;43;6248;416;4;2595;173;3;2081;174;1;2136;38200;19851;18349;3707;409;15280;8495;4701;9315;26014;68,09947644;47353;35196;74,32686419;-9182;86;417;667;775;364;68;2377;2291;118512;33363;97594;7025;1131;989;83;8518;283798;109116;91,4;101276;84,8;101276;84,82503308;7028;116,4;208;2744;393;659;316;273;23;20;617;139;194;284;37190;53813;4000;14557;35256;303848;4355;201587;964185;541;476;65;626;16;1341;1260;1133;283;843;1160;58875;2085464,104;35421,89561;320832,896;5449,391015;60520;512,1695271;1656429;27369,94382;126877,56;2354,925;10769,537;48913,698;64620,182;364,2406385;345,7255316;337,3963352;1059,46725;693,3485086;1124,588388;175,6552991;209,5526962
36;9278;;;Insgesamt;1201,6182;2366,25;1193,99;509,84;5212,86;5068,83;70283,06;31467,35;2017,31;2229,14;12337,36;81062;95852;99838;50276;23,16251758;4,158494345;67,46059486;83,08616701;5430;8421;3285;7795;5833;25898;23875;19301;879;911;998;977;-66;7062;6682;6510;6009;673;3756;3633;2492;42;4822;345;3;1243;95;2;1302;99;Ц;Ц;26293;14445;11848;4255;685;12327;4735;2405;6140;19119;72,71517134;41817;34659;82,88255972;-15540;52;373;565;505;323;99;1917;1865;37075;14743;80832;9028;718;735;66;8202;290926;94276;95,2;91511;92,4;91301;92,19622535;5638;116,9;151;1565;491;758;367;321;29;17;552;68;167;317;32350;43521;2028;11039;30454;248670;4527;190633;624135;440;367;73;508;8;569;516;506;245;557;694;48397;1816883,453;37541,24125;293106,738;6056,299729;51979;530,5766227;1497004;28800,1693;103090,496;2149,158;9130,228;37175,091;54474,97;345,8980537;342,6228721;336,054475;1036,158282;657,5962631;1101,546752;207,0743067;220,45123
37;9279;;;Insgesamt;877,5771;2221,01;1285,05;397,76;4023,02;3932,9;54807,43;18095,23;1494,47;1920,01;10218,55;75517;90156;95831;49456;26,89990333;6,294644838;86,05141412;109,1991613;5085;7647;2990;7785;6549;25414;22379;17982;845;874;899;906;-32;8645;8249;7619;7418;831;3443;3270;2228;25;4988;346;3;2016;135;2;1786;119;1;2486;51350;33870;17480;7064;1017;29872;8094;6540;5827;39426;76,77896787;43811;31920;72,85841455;7506;47;238;417;388;239;107;1436;1389;29240;4569;176339;5074;790;671;50;28966;1754725;94532;99,8;88554;93,5;88503;93,39798858;5450;123,2;102;1061;370;611;301;248;30;23;548;137;142;269;29498;41618;2709;10910;27999;234934;1287;64485;157250;419;351;68;470;11;821;753;711;198;511;775;56080;1920382,038;34243,61694;323154,225;5762,37919;60048;642,5682183;1632550;27187,41673;174131,937;1610,101;9655,187;98957,335;63795,853;341,5290207;315,1723066;310,0621911;1821,120887;1827,526941;2131,958669;128,3951976;124,6133658
38;9371;;;Insgesamt;1255,868;2384,79;913,17;512,11;5835,19;5620,21;49670,49;58850,44;1123,03;1819,73;12052,84;94617;103901;102836;51452;8,68659966;-1,025014196;75,33980428;81,88427146;4964;7991;3259;8214;5981;24941;26073;21413;793;845;1187;1222;-377;5988;5576;6112;5374;202;3804;3511;2318;34;4992;332;2;1039;66;1;618;48;1;902;28223;15827;12396;1659;211;12415;5929;2558;7109;18249;64,66002905;43182;33207;76,90009726;-14958;18;233;337;363;246;77;1274;1256;52739;20365;47223;2693;677;685;64;8319;356902;103264;100;98649;95,5;98149;95,03195198;10516;125,4;128;1385;251;393;163;139;18;6;239;25;63;151;30585;49392;2591;16225;30576;260172;2688;116686;284647;420;348;72;484;14;1125;1057;853;550;979;1491;51614;1792307,836;34725,22641;274949,066;5327,024954;56863;551,8268718;1561857;27467,01722;98058,271;1088,284;8719,867;29756,429;58273,229;336,2855704;345,5558541;373,0991288;951,329333;458,4389231;961,657657;289,8443658;298,3713265
39;9372;;;Insgesamt;1526,8304;3677,25;1229,2;627,95;6747,57;6528,29;65622,38;65035,9;1654,35;2695,08;15873,38;121401;125689;127339;63910;4,891228244;1,312764045;79,86224862;83,40090252;6650;9845;3758;10122;7668;31990;30765;26541;1134;1127;1417;1510;-383;7536;7210;6663;6403;807;4043;4195;2955;49;6166;427;6;2454;166;3;2218;162;1;2561;51785;28517;23268;6417;422;25353;10023;5129;10857;37118;71,67712658;52439;37796;72,07612655;-678;35;468;756;631;294;52;2236;2201;106791;38773;20808;1653;874;819;97;17663;629418;123582;97,5;112182;88,5;111970;88,30511282;8467;124,8;260;3481;362;790;256;212;32;12;453;58;138;257;39334;60803;3322;20342;37139;323913;13831;466410;1901219;604;513;91;742;18;1280;1192;1122;661;1139;1734;61634;2079945,813;33746,72767;306084,157;4966,157592;64765;514,6451162;1701737;26275,56551;126878,094;1357,414;12402,634;50689,692;62227,903;330,6499663;335,7264281;328,5727047;998,7412743;699,3988413;1083,593389;247,5640989;243,432002
40;9373;;;Insgesamt;1343,9651;2635,31;1238,18;736,92;6742,06;6568,32;58805,37;49758,34;735,05;9458,92;14369,31;105346;126436;132644;67037;25,9127067;4,909993989;78,38477336;98,69565541;7405;10864;4278;11161;8288;34221;31528;24899;1169;1198;1263;1370;-172;9167;8466;7756;7324;1142;5279;4868;3385;44;7024;495;4;2957;192;3;2944;217;1;2388;48356;26885;21471;3984;207;21124;9845;6010;11170;31057;64,22574241;55966;38683;69,11875067;-7626;21;380;556;381;262;98;1698;1677;49083;19049;38302;10157;1048;894;102;13836;522647;131066;99,9;127013;96,8;127013;96,84559665;7249;117,7;202;4146;429;1047;372;285;38;49;814;192;290;332;38531;58336;3617;18081;36638;314781;3252;223432;424983;645;501;144;702;22;1444;1395;1246;662;1030;1893;66415;2519869,143;37941,26542;417030,439;6279,160416;72017;558,3795309;2087315;28983,64275;143486,478;1504,68;11594,474;52648,226;77502,143;309,7961705;296,1428927;315,3922203;1084,742457;728,0432275;1206,392374;136,2935355;147,0528118
41;9374;;;Insgesamt;1427,7054;2218,84;1022,32;509,48;6137,45;5897,35;50469,14;65398,17;2429,16;7836,95;14533,42;91792;96316;94486;46967;2,934896287;-1,899995847;64,29316878;66,1801066;4627;7393;3040;7538;5408;23491;23424;19565;742;759;1039;1110;-351;5081;5222;5305;4882;340;3885;3577;2207;40;4364;309;2;1075;76;2;1288;94;1;147;30486;17910;12576;2501;305;15086;4559;2385;8150;23166;75,98897855;38640;31331;81,08436853;-8165;14;183;366;413;277;51;1304;1290;62247;25722;25639;1184;594;523;80;11050;424367;94722;99,9;89237;94,1;88289;93,13480384;7187;128,6;110;1466;194;318;176;158;14;4;266;11;69;186;29024;46341;1964;15726;28651;247520;2571;115473;265880;414;337;77;477;15;950;876;782;385;781;1172;47092;1588929,744;33740,96968;240814,699;5113,70719;51491;540,9627669;1367615;26560,27267;97244,586;957,517;7877,575;38647,554;49574,141;349,3465602;332,0293237;332,2622593;1029,544392;675,1851695;1105,560527;323,9525695;330,2218601
42;9375;;;Insgesamt;1391,6726;4104,01;1281,85;812,25;6676,93;6384,25;70335,58;46492,22;2364,32;2303,19;15670,11;144292;182289;192200;96350;33,20211793;5,436970964;103,6826259;138,1074536;11064;16126;5903;15047;10782;50834;45871;36573;1760;1781;1782;1808;-27;13644;13670;12485;11998;1672;8644;8143;5087;49;9145;622;4;2208;166;2;1918;141;Ц;Ц;45824;26813;19011;5312;449;18557;12315;5712;8791;34937;76,2417074;81278;70416;86,63599006;-35479;36;273;486;503;312;130;1740;1704;36549;12339;34783;4259;1438;1316;67;12419;643885;189843;99,9;183493;96,6;183046;96,33188784;9794;116,8;191;1863;693;1193;563;452;68;43;955;149;271;535;55723;86451;5431;26983;54037;453480;2907;198592;437378;810;693;117;982;22;1828;1669;1403;437;1004;1608;92712;3882546,703;41877,49917;677581,925;7308,4598;102475;547,3945675;3321465;32412,44206;193883,563;1782,189;19224,856;47899,323;124656,821;312,8876006;301,7251589;324,7180391;1013,552979;501,8683106;1090,490839;165,515283;177,5208412
43;9376;;;Insgesamt;1458,3583;3538,69;1834,68;572,94;7067,82;6719,27;57554,81;63328,5;4109,05;3230,62;15688,12;131260;142407;146487;73653;11,60063995;2,865027702;89,59360026;100,4463918;7614;11453;4369;11797;8955;37751;34750;29798;1299;1304;1643;1537;-233;9698;9768;8799;8419;1349;5273;5055;3336;49;7438;523;5;2746;186;5;3395;254;1;2875;54763;31390;23373;5096;431;23730;10916;8526;11159;38384;70,09111992;61929;45569;73,5826511;-7185;33;335;460;485;314;62;1689;1656;67966;26249;49014;2997;1173;1010;124;19085;727654;145005;99,9;141321;97,3;140062;96,48070207;10783;123,7;163;1657;437;762;560;467;60;33;820;80;236;504;42055;68256;3492;24589;40175;351133;3138;149618;394329;695;554;141;817;19;1826;1631;1302;742;1301;1946;73539;2496001,482;33941,19422;380243,428;5170,63637;79856;556,0460679;2193705;27470,75987;158142,403;1187,365;13578,375;61716,234;81439,976;331,0494135;334,3234974;343,2225162;1081,818575;695,0473314;1144,025687;196,0111915;205,5782309
44;9377;;;Insgesamt;1084,2547;1796,61;792,3;412,59;4174,12;3984,99;43399,94;50361,56;1947,12;2539,62;8910,91;77865;74867;72730;36255;-6,594747319;-2,854395127;71,8146184;67,07862578;3597;5358;2128;5706;4139;17422;18040;16340;627;580;1032;977;-397;3838;3504;3815;3309;195;3045;2903;1697;26;3395;228;3;1553;107;2;703;61;1;1465;24929;14721;10208;2474;322;12824;4194;2269;5320;17205;69,01600546;29139;21426;73,53032019;-4221;22;191;258;403;260;42;1176;1154;53194;21025;50372;1373;445;422;60;9904;376140;72914;99,6;68583;93,6;67829;92,61069619;4952;124;121;1590;105;209;82;66;13;3;137;21;17;99;21488;36633;1889;14002;20742;188031;3255;117005;381478;298;234;64;326;12;1006;927;781;223;573;952;36429;1183806,67;32496,27138;172915,293;4746,638475;38955;531,8088737;997112;25596,50879;75563,774;957,656;7373,362;29894,371;37192,065;350,8925693;351,4275896;342,5241467;1037,237293;681,0866975;1093,296825;268,2132023;289,195002
45;9471;;;Insgesamt;1167,7949;3066,9;1173,28;824,16;5015,72;4857,08;52235,41;45814,62;1582,13;3405,45;11924,96;119829;143610;146584;73417;22,32765023;2,070886429;102,6108923;125,5225683;8237;12066;4661;11162;8718;38273;35997;27470;1456;1325;1457;1563;-238;9371;8930;8874;8146;784;7881;6940;3900;46;7168;492;3;2159;144;Ц;Ц;Ц;Ц;Ц;37769;22125;15644;2705;313;16570;11052;3400;6434;28599;75,72082925;64186;55032;85,738323;-26433;32;306;401;268;137;127;1271;1239;24523;9656;29540;3297;1064;999;70;10604;445448;144932;99,4;143476;98,4;141768;97,18257722;5400;117,9;144;1564;274;474;321;274;30;17;503;37;126;340;40448;65999;2993;22179;40827;348155;3197;212024;401946;718;533;185;708;20;1238;1197;902;279;613;998;73841;2737902,587;37078,35196;442879,868;5997,750139;81535;563,4956287;2346135;28774,57534;156674,986;1257,89;11911,562;57878,225;85272,943;364,96865;340,9390652;327,2686909;1071,025642;676,2501624;1151,908904;214,870014;234,6329135
